strategy,candidate_entry_dates,selected_entry_dates,regime_filter_applied,number_of_trades,final_capital,total_pnl,total_return_on_initial_capital,win_rate,average_trade_pnl,median_trade_pnl,max_trade_drawdown,portfolio_max_drawdown,portfolio_max_drawdown_pct,average_hedge_trades_per_option_trade,total_hedge_turnover,total_hedge_costs,average_hedge_turnover_ratio,mean_trade_return,trade_return_volatility,sharpe_like_ratio,var,expected_shortfall
Baseline,33,33,False,33,91961.14287417896,-8038.85712582105,-0.0803885712582105,0.24242424242424243,-243.60173108548636,-374.4910765177601,-1632.029535258486,-8085.48072296317,-0.08081712737774127,14.909090909090908,4824839.080993652,533.1139080993653,75.98288870832481,-0.11082111608391107,0.3667916279686603,-1.7356416977916536,0.4671408784225473,0.5274550181445377
Volatility Filtered,33,11,True,11,100298.41171035451,298.41171035450634,0.0029841171035450633,0.36363636363636365,27.12833730495512,-187.08722234994684,-1297.4899558280108,-3207.2849334440107,-0.0320579027869925,14.818181818181818,1511071.9573059082,168.45219573059083,61.29094119859899,-0.005181502939574473,0.4654521069269212,-0.036921309077649615,0.3639354836091184,0.38093934690703524
