volatility_ratio_threshold,number_of_trades,total_pnl,total_return_on_initial_capital,win_rate,average_trade_pnl,median_trade_pnl,portfolio_max_drawdown,portfolio_max_drawdown_pct,sharpe_like_ratio,var,expected_shortfall,total_hedge_turnover,total_hedge_costs,average_hedge_turnover_ratio,candidate_entry_dates,selected_entry_dates
0.9,17,-2371.956906636223,-0.023719569066362228,0.29411764705882354,-139.52687686095427,-374.4910765177601,-5432.657595896002,-0.05430125875883318,-0.7634723265304371,0.40852787604625607,0.5188819926031399,2356601.73626709,261.025173626709,63.71210993184663,33,17
1.0,13,-1573.2498387155438,-0.015732498387155437,0.3076923076923077,-121.01921836273414,-374.4910765177601,-4275.406075502775,-0.04273413656335423,-0.4993168803064343,0.43611640518547706,0.5188819926031399,1764384.1538391113,195.94341538391114,60.14461095376873,33,13
1.05,12,-769.7094317042561,-0.00769709431704256,0.3333333333333333,-64.14245264202134,-280.7891494338535,-4275.406075502775,-0.04273413656335423,-0.3552846366422165,0.44301353747028227,0.5188819926031399,1684283.7703552246,187.24337703552246,63.19540218975257,33,12
1.1,11,298.41171035450634,0.0029841171035450633,0.36363636363636365,27.12833730495512,-187.08722234994684,-3207.2849334440107,-0.0320579027869925,-0.036921309077649615,0.3639354836091184,0.38093934690703524,1511071.9573059082,168.45219573059083,61.29094119859899,33,11
1.2,7,1285.9637265947504,0.012859637265947504,0.42857142857142855,183.70910379925004,-71.51638838461076,-2219.7329172037716,-0.022186984801625842,0.29791790899762405,0.37073702892828514,0.38093934690703524,980383.5776672363,109.26835776672362,59.55244950537617,33,7
1.3,6,1357.4801149793611,0.01357480114979361,0.5,226.24668582989352,-168.29509226973983,-2219.7329172037716,-0.02217113619494593,0.3210028785556935,0.37243741525807683,0.38093934690703524,882464.2094726562,98.3464209472656,60.23230731517993,33,6
