expiry,time_to_expiry,atm_vol,total_variance,fwd_var,forward_vol,fwd_status
2026-09-08,0.010958904109589,0.0861652749137373,8.136388603791669e-05,,,
2026-09-09,0.0136986301369863,0.0909649824563689,0.00011335106894914386,0.011675321762597743,0.10805240285434536,ok
2026-09-10,0.0164383561643835,0.0964500621328388,0.00015291969017142625,0.01444254674613339,0.12017714735395157,ok
2026-09-11,0.0191780821917808,0.1065413897955944,0.0002176917100740751,0.0236417872644665,0.1537588607673278,ok
2026-09-14,0.0273972602739726,0.0982991274935322,0.0002647320127668411,0.005723236827619847,0.07565207748383283,ok
2026-09-15,0.0301369863013698,0.0997719798894243,0.0002999970621414036,0.012871743021715603,0.11345370431024103,ok
