expiry,strike,option_type,iv_mid,vega
2026-09-15,775.0,call,0.0983175373157346,53.35430529031776
2026-09-15,770.0,put,0.1037843194318305,51.413722532714836
2026-09-14,775.0,call,0.0967832553353559,50.82422613027879
2026-09-14,770.0,put,0.102187214871383,48.84036192671202
2026-09-15,780.0,call,0.0939790750073792,47.721454419324324
2026-09-14,780.0,call,0.0922145011819352,44.622907907137325
2026-09-15,765.0,put,0.1106451228106009,44.53256577086931
2026-09-11,774.0,call,0.1059239155401717,42.687678170539414
