expiry,forward,time_to_expiry,num_points,valid,rr_bf_valid,atm_vol,vol_25c,vol_25p,rr_25,bf_25,skew_slope_90110,num_calls,num_puts
2026-09-08,773.1703252489256,0.010958904109589,111,True,True,0.08616527491373739,0.08056941670459987,0.09532662873107922,-0.014757212026479352,0.001782747804102161,-0.06214490821288099,45,66
2026-09-09,773.2278603723574,0.0136986301369863,107,True,True,0.09096498245636891,0.08512415161743,0.10122418302350679,-0.016100031406076784,0.0022091848640994893,-0.07029901385768289,41,66
2026-09-10,773.3031611381219,0.0164383561643835,107,True,True,0.0964500621328388,0.08978545583939071,0.1075842010913465,-0.017798745251955794,0.0022347663325298084,,41,66
2026-09-11,773.5173810085872,0.0191780821917808,154,True,True,0.1065413897955944,0.09929576130285678,0.11848075327516423,-0.019184991972307455,0.002346867493416102,-0.08326949405172651,66,88
2026-09-14,773.5941757613788,0.0273972602739726,30,True,True,0.09829912749353222,0.09111968058722685,0.11024188160336897,-0.01912220101614212,0.0023816536017656903,,15,15
2026-09-15,773.6665839740616,0.0301369863013698,26,True,True,0.0997719798894243,0.09247142774175358,0.11313837379257413,-0.020666946050820548,0.00303292087773957,,10,16
