snapshot_date,expiry,option_type,strike,bid,ask,last,volume,open_interest,spot,multiplier,mid,spread,quote_valid,invalid_reason,time_to_expiry_days,time_to_expiry,forward,log_moneyness,no_arbitrage_pass,arbitrage_note,iv,iv_error,arb_lower_bound,arb_upper_bound,quality,iv_bid,iv_mid,iv_ask,iv_status,iv_source_type
2026-09-04,2026-09-08,put,710.0,0.01,0.02,0.02,42.0,2239.0,773.17,100,0.015,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0855408260680839,True,,0.2880219926251963,,0.0,709.6888353287462,good,0.2766811516849265,0.2871447151329764,0.2952137309107046,ok,put
2026-09-04,2026-09-08,call,715.0,57.53,58.78,58.91,41.0,41.0,773.17,100,58.155,1.25,True,,4.0,0.010958904109589,773.4072830881462,-0.0785232534094374,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,58.3816855063983,773.0683295346428,good,,0.27938168611799746,0.4558370048316374,ok,put
2026-09-04,2026-09-08,put,715.0,0.02,0.03,0.03,34.0,143.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0785232534094374,True,,0.2803016958668101,,0.0,714.6866440282445,good,0.27312835837648797,0.27938168611799746,0.2847686810501776,ok,put
2026-09-04,2026-09-08,call,718.0,54.49,55.85,55.83,1.0,6.0,773.17,100,55.17,1.3599999999999994,True,,4.0,0.010958904109589,773.4072830881462,-0.0743362270552208,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,55.38300028669937,773.0683295346428,good,,0.2658806037486458,0.44350457918455866,ok,put
2026-09-04,2026-09-08,put,718.0,0.02,0.03,0.03,4.0,32.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0743362270552208,True,,0.2668075091867556,,0.0,717.6853292479434,good,0.25988044437606805,0.2658806037486458,0.2710514761815595,ok,put
2026-09-04,2026-09-08,call,719.0,53.49,54.85,46.92,0.0,7.0,773.17,100,54.17,1.3599999999999994,True,,4.0,0.010958904109589,773.4072830881462,-0.0729444383823984,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,54.383438546799766,773.0683295346428,good,,0.2613796280755325,0.43657358548432157,ok,put
2026-09-04,2026-09-08,put,719.0,0.02,0.03,0.03,4.0,11.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0729444383823984,True,,0.2623088950644054,,0.0,718.684890987843,good,0.2554642301392673,0.2613796280755325,0.26647813060868175,ok,put
2026-09-04,2026-09-08,call,720.0,52.54,53.79,53.67,9.0,13.0,773.17,100,53.165,1.25,True,,4.0,0.010958904109589,773.4072830881462,-0.071554584093344,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,53.38387680690016,773.0683295346428,good,,0.25687809158348507,0.4227302631108736,ok,put
2026-09-04,2026-09-08,put,720.0,0.02,0.03,0.03,21.0,137.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.071554584093344,True,,0.2578097619331743,,0.0,719.6844527277426,good,0.2510476545076192,0.25687809158348507,0.26190405085095736,ok,put
2026-09-04,2026-09-08,call,721.0,51.49,52.85,41.79,0.0,3.0,773.17,100,52.17,1.3599999999999994,True,,4.0,0.010958904109589,773.4072830881462,-0.070166658818496,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,52.38431506700044,773.0683295346428,good,,0.25237583424567417,0.4227049783507778,ok,put
2026-09-04,2026-09-08,put,721.0,0.02,0.03,0.03,21.0,6.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.070166658818496,True,,0.2533099482428005,,0.0,720.6840144676423,good,0.24663056331116864,0.25237583424567417,0.2573290685280101,ok,put
2026-09-04,2026-09-08,call,722.0,50.49,51.85,43.72,0.0,7.0,773.17,100,51.17,1.3599999999999994,True,,4.0,0.010958904109589,773.4072830881462,-0.0687806572106188,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,51.38475332710084,773.0683295346428,good,,0.24787269524524616,0.4157666419977762,ok,put
2026-09-04,2026-09-08,put,722.0,0.02,0.03,0.03,20.0,62.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0687806572106188,True,,0.248809285523251,,0.0,721.6835762075419,good,0.24221279799242987,0.24787269524524616,0.2527530121011682,ok,put
2026-09-04,2026-09-08,call,723.0,49.5,50.85,38.96,0.0,18.0,773.17,100,50.175,1.3500000000000014,True,,4.0,0.010958904109589,773.4072830881462,-0.0673965739446804,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,50.385191587201234,773.0683295346428,good,,0.2433684904849168,0.4088251084811595,ok,put
2026-09-04,2026-09-08,put,723.0,0.02,0.03,0.04,11.0,18.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0673965739446804,True,,0.2443076160597865,,0.0,722.6831379474415,good,0.23779419794349185,0.2433684904849168,0.2481757006723745,ok,put
2026-09-04,2026-09-08,call,724.0,48.5,49.85,40.99,0.0,8.0,773.17,100,49.175,1.3500000000000014,True,,4.0,0.010958904109589,773.4072830881462,-0.0660144037177286,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,49.38562984730152,773.0683295346428,good,,0.23886304621068433,0.40187997466282444,ok,put
2026-09-04,2026-09-08,put,724.0,0.02,0.03,0.03,155.0,37.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0660144037177286,True,,0.2398047305909412,,0.0,723.6826996873413,good,0.23337458339972986,0.23886304621068433,0.24359694648844607,ok,put
2026-09-04,2026-09-08,call,725.0,47.5,48.85,41.09,0.0,6.0,773.17,100,48.175,1.3500000000000014,True,,4.0,0.010958904109589,773.4072830881462,-0.0646341412487703,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,48.38606810740191,773.0683295346428,good,,0.24314337589758434,0.394930818630872,ok,put
2026-09-04,2026-09-08,put,725.0,0.03,0.04,0.03,167.0,145.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0646341412487703,True,,0.2441128623276156,,0.0,724.6822614272409,good,0.23901655167999347,0.24314337589758434,0.24686571408687533,ok,put
2026-09-04,2026-09-08,call,726.0,46.55,47.86,47.72,2.0,9.0,773.17,100,47.205,1.3100000000000025,True,,4.0,0.010958904109589,773.4072830881462,-0.0632557812786489,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,47.38650636750231,773.0683295346428,good,,0.23849639799259162,0.3890387365394208,ok,put
2026-09-04,2026-09-08,put,726.0,0.03,0.04,0.04,17.0,95.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0632557812786489,True,,0.2394687502947588,,0.0,725.6818231671405,good,0.23443431922762312,0.23849639799259162,0.24216078039427122,ok,put
2026-09-04,2026-09-08,call,727.0,45.5,46.86,38.03,0.0,36.0,773.17,100,46.18,1.3599999999999994,True,,4.0,0.010958904109589,773.4072830881462,-0.0618793185699257,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,46.38694462760259,773.0683295346428,good,,0.2338471574737203,0.3820693209298214,ok,put
2026-09-04,2026-09-08,put,727.0,0.03,0.04,0.03,1.0,306.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0618793185699257,True,,0.2348224371444127,,0.0,726.6813849070402,good,0.22985002860625664,0.2338471574737203,0.23745340043376545,ok,put
2026-09-04,2026-09-08,call,728.0,44.55,45.8,45.96,4.0,9.0,773.17,100,45.175,1.25,True,,4.0,0.010958904109589,773.4072830881462,-0.060504747906759,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,45.38738288770298,773.0683295346428,good,,0.22919542627142103,0.3687499821525164,ok,put
2026-09-04,2026-09-08,put,728.0,0.03,0.04,0.03,25.0,361.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.060504747906759,True,,0.2301736799827127,,0.0,727.6809466469398,good,0.22526345930840921,0.22919542627142103,0.23274333355279792,ok,put
2026-09-04,2026-09-08,call,729.0,43.51,44.86,36.03,0.0,78.0,773.17,100,44.185,1.3500000000000014,True,,4.0,0.010958904109589,773.4072830881462,-0.0591320640947869,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,44.38782114780338,773.0683295346428,good,,0.22454096145145913,0.3681134212060592,ok,put
2026-09-04,2026-09-08,put,729.0,0.03,0.04,0.03,341.0,237.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0591320640947869,True,,0.2255222538010497,,0.0,728.6805083868394,good,0.22067437792903927,0.22454096145145913,0.22803033304226886,ok,put
2026-09-04,2026-09-08,call,730.0,42.86,43.68,43.89,6.0,104.0,773.17,100,43.27,0.8200000000000003,True,,4.0,0.010958904109589,773.4072830881462,-0.0577612619610082,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,43.38825940790366,773.0683295346428,good,,0.21988350932987583,0.34164410063943945,ok,put
2026-09-04,2026-09-08,put,730.0,0.03,0.04,0.04,252.0,448.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0577612619610082,True,,0.2208679073728175,,0.0,729.6800701267391,good,0.21608253981372916,0.21988350932987583,0.2233141297941323,ok,put
2026-09-04,2026-09-08,call,731.0,41.51,42.86,35.26,0.0,90.0,773.17,100,42.185,1.3500000000000014,True,,4.0,0.010958904109589,773.4072830881462,-0.0563923363536664,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,42.388697668004056,773.0683295346428,good,,0.2152228036424895,0.35413119608217497,ok,put
2026-09-04,2026-09-08,put,731.0,0.03,0.04,0.04,18.0,222.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0563923363536664,True,,0.2162103656508919,,0.0,730.6796318666387,good,0.21148768822658154,0.2152228036424895,0.2185944560590017,ok,put
2026-09-04,2026-09-08,call,732.0,40.56,41.8,41.89,2.0,12.0,773.17,100,41.18,1.2399999999999949,True,,4.0,0.010958904109589,773.4072830881462,-0.0550252821421334,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,41.38913592810445,773.0683295346428,good,,0.21055856455593874,0.3410590276698225,ok,put
2026-09-04,2026-09-08,put,732.0,0.03,0.04,0.05,47.0,157.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0550252821421334,True,,0.2115493642361043,,0.0,731.6791936065383,good,0.20688955339061899,0.21055856455593874,0.21387102044451264,ok,put
2026-09-04,2026-09-08,call,733.0,39.51,40.87,32.99,0.0,9.0,773.17,100,40.19,1.3599999999999994,True,,4.0,0.010958904109589,773.4072830881462,-0.0536600942167935,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,40.38957418820473,773.0683295346428,good,,0.20589049757635813,0.34109479648967617,ok,put
2026-09-04,2026-09-08,put,733.0,0.03,0.04,0.04,33.0,436.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0536600942167935,True,,0.206884609947298,,0.0,732.678755346438,good,0.2022878514408461,0.20589049757635813,0.2091435190137682,ok,put
2026-09-04,2026-09-08,call,734.0,38.57,39.81,39.8,2.0,53.0,773.17,100,39.19,1.240000000000002,True,,4.0,0.010958904109589,773.4072830881462,-0.0522967674889294,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,39.39001244830513,773.0683295346428,good,,0.20733489788144072,0.3281750254644536,ok,put
2026-09-04,2026-09-08,put,734.0,0.04,0.05,0.04,250.0,815.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0522967674889294,True,,0.2083539359812672,,0.0,733.6783170863376,good,0.20441162847382907,0.20733489788144072,0.21003908740071542,ok,put
2026-09-04,2026-09-08,call,735.0,37.52,38.81,38.89,6.0,56.0,773.17,100,38.165000000000006,1.2899999999999991,True,,4.0,0.010958904109589,773.4072830881462,-0.0509352968906083,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,38.39045070840552,773.0683295346428,good,,0.20254382033370547,0.3212051779228147,ok,put
2026-09-04,2026-09-08,put,735.0,0.04,0.05,0.04,186.0,986.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0509352968906083,True,,0.2035665354293169,,0.0,734.6778788262372,good,0.19967501648665206,0.20254382033370547,0.20519797212988228,ok,put
2026-09-04,2026-09-08,call,736.0,36.57,37.87,28.82,0.0,35.0,773.17,100,37.22,1.2999999999999972,True,,4.0,0.010958904109589,773.4072830881462,-0.0495756773745688,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,37.390888968505806,773.0683295346428,good,,0.19774740935331606,0.3199700122715155,ok,put
2026-09-04,2026-09-08,put,736.0,0.04,0.05,0.05,101.0,1781.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0495756773745688,True,,0.1987738988901432,,0.0,735.677440566137,good,0.19493332061231705,0.19774740935331606,0.2003512903968203,ok,put
2026-09-04,2026-09-08,call,737.0,35.57,36.81,32.5,1.0,13.0,773.17,100,36.19,1.240000000000002,True,,4.0,0.010958904109589,773.4072830881462,-0.0482179039141084,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,36.3913272286062,773.0683295346428,good,,0.19294527492394623,0.30723514466823565,ok,put
2026-09-04,2026-09-08,put,737.0,0.04,0.05,0.04,5159.0,482.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0482179039141084,True,,0.193975637763375,,0.0,736.6770023060366,good,0.19018616260420132,0.19294527492394623,0.19549864150683172,ok,put
2026-09-04,2026-09-08,call,738.0,34.58,35.81,26.81,0.0,10.0,773.17,100,35.195,1.230000000000004,True,,4.0,0.010958904109589,773.4072830881462,-0.0468619715029725,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,35.3917654887066,773.0683295346428,good,,0.1881370052597045,0.30023334420324665,ok,put
2026-09-04,2026-09-08,put,738.0,0.04,0.05,0.05,138.0,769.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0468619715029725,True,,0.1891713438007471,,0.0,737.6765640459362,good,0.18543314291669802,0.1881370052597045,0.19063960213942505,ok,put
2026-09-04,2026-09-08,call,739.0,33.58,34.81,34.98,12.0,7.0,773.17,100,34.195,1.230000000000004,True,,4.0,0.010958904109589,773.4072830881462,-0.0455078751552432,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,34.39220374880688,773.0683295346428,good,,0.18332215441004512,0.29321918845226375,ok,put
2026-09-04,2026-09-08,put,739.0,0.04,0.05,0.05,307.0,849.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0455078751552432,True,,0.1843605842188707,,0.0,738.6761257858359,good,0.18067382843638563,0.18332215441004512,0.18577371504830942,ok,put
2026-09-04,2026-09-08,call,740.0,32.58,33.82,33.93,420.0,7.0,773.17,100,33.2,1.240000000000002,True,,4.0,0.010958904109589,773.4072830881462,-0.0441556099052296,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,33.39264200890727,773.0683295346428,good,,0.18314116384930504,0.2871147343408942,ok,put
2026-09-04,2026-09-08,put,740.0,0.05,0.06,0.04,3360.0,1250.0,773.17,100,0.055,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0441556099052296,True,,0.1842029499440718,,0.0,739.6756875257355,good,0.18090050398142613,0.18314116384930504,0.18524692265928605,ok,put
2026-09-04,2026-09-08,call,741.0,31.59,32.82,32.69,576.0,16.0,773.17,100,32.205,1.2300000000000004,True,,4.0,0.010958904109589,773.4072830881462,-0.0428051708073581,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,32.39308026900767,773.0683295346428,good,,0.1782122627610049,0.28005991050587214,ok,put
2026-09-04,2026-09-08,put,741.0,0.05,0.06,0.05,83.0,539.0,773.17,100,0.055,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0428051708073581,True,,0.1792785999966079,,0.0,740.6752492656351,good,0.17601945261309623,0.1782122627610049,0.1802733339043287,ok,put
2026-09-04,2026-09-08,call,742.0,30.59,31.82,31.66,237.0,20.0,773.17,100,31.205,1.2300000000000004,True,,4.0,0.010958904109589,773.4072830881462,-0.0414565529360646,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,31.39351852910795,773.0683295346428,good,,0.17327468049970665,0.2729895019125368,ok,put
2026-09-04,2026-09-08,put,742.0,0.05,0.06,0.06,162.0,594.0,773.17,100,0.055,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0414565529360646,True,,0.1743457158927027,,0.0,741.6748110055348,good,0.17113001571669867,0.17327468049970665,0.175290794087038,ok,put
2026-09-04,2026-09-08,call,743.0,29.6,30.82,30.62,567.0,82.0,773.17,100,30.21,1.2199999999999989,True,,4.0,0.010958904109589,773.4072830881462,-0.0401097513856858,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,30.393956789208342,773.0683295346428,good,,0.17216197016672802,0.2659023274166898,ok,put
2026-09-04,2026-09-08,put,743.0,0.06,0.07,0.07,64.0,914.0,773.17,100,0.065,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0401097513856858,True,,0.173255014359366,,0.0,742.6743727454344,good,0.17029868551165506,0.17216197016672802,0.17393176064229124,ok,put
2026-09-04,2026-09-08,call,744.0,28.6,29.83,29.67,405.0,16.0,773.17,100,29.215,1.2299999999999969,True,,4.0,0.010958904109589,773.4072830881462,-0.0387647612703532,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,29.39439504930874,773.0683295346428,good,,0.16711683178670134,0.25966105237285525,ok,put
2026-09-04,2026-09-08,put,744.0,0.06,0.07,0.07,141.0,1203.0,773.17,100,0.065,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0387647612703532,True,,0.1682151085926866,,0.0,743.673934485334,good,0.16529634480490926,0.16711683178670134,0.1688462106142297,ok,put
2026-09-04,2026-09-08,call,745.0,27.61,28.83,28.06,829.0,112.0,773.17,100,28.22,1.2199999999999989,True,,4.0,0.010958904109589,773.4072830881462,-0.0374215777238855,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,28.394833309409023,773.0683295346428,good,,0.16206044408587805,0.2525227667197329,ok,put
2026-09-04,2026-09-08,put,745.0,0.06,0.07,0.07,1473.0,1507.0,773.17,100,0.065,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0374215777238855,True,,0.163164137143064,,0.0,744.6734962252337,good,0.16028305917423316,0.16206044408587805,0.1637491267501257,ok,put
2026-09-04,2026-09-08,call,746.0,26.61,27.83,27.14,246.0,14.0,773.17,100,27.22,1.2199999999999989,True,,4.0,0.010958904109589,773.4072830881462,-0.0360801958996842,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,27.39527156950942,773.0683295346428,good,,0.16021157232806796,0.2453633744536318,ok,put
2026-09-04,2026-09-08,put,746.0,0.07,0.08,0.07,1406.0,600.0,773.17,100,0.075,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0360801958996842,True,,0.1613366871986794,,0.0,745.6730579651334,good,0.1586396975935587,0.16021157232806796,0.1617162454516557,ok,put
2026-09-04,2026-09-08,call,747.0,25.62,26.84,27.26,86.0,59.0,773.17,100,26.23,1.2199999999999989,True,,4.0,0.010958904109589,773.4072830881462,-0.0347406109706277,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,26.39570982960981,773.0683295346428,good,,0.15504973149336396,0.23899823306637719,ok,put
2026-09-04,2026-09-08,put,747.0,0.07,0.08,0.07,680.0,488.0,773.17,100,0.075,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0347406109706277,True,,0.1561809043259454,,0.0,746.672619705033,good,0.1535170505364385,0.15504973149336396,0.1565170941762931,ok,put
2026-09-04,2026-09-08,call,748.0,24.63,25.84,26.21,394.0,96.0,773.17,100,25.235,1.2100000000000009,True,,4.0,0.010958904109589,773.4072830881462,-0.0334028181289678,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,25.396148089710096,773.0683295346428,good,,0.15267619896245826,0.23177742701764692,ok,put
2026-09-04,2026-09-08,put,748.0,0.08,0.09,0.09,303.0,1085.0,773.17,100,0.0849999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0334028181289678,True,,0.1538283287355352,,0.0,747.6721814449327,good,0.15130314230076736,0.15267619896245826,0.15399825630214523,ok,put
2026-09-04,2026-09-08,call,749.0,23.64,24.85,24.0,514.0,97.0,773.17,100,24.245,1.2100000000000009,True,,4.0,0.010958904109589,773.4072830881462,-0.0320668125862255,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,24.39658634981049,773.0683295346428,good,,0.14741011861478723,0.22531335538508876,ok,put
2026-09-04,2026-09-08,put,749.0,0.08,0.09,0.08,315.0,862.0,773.17,100,0.0849999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0320668125862255,True,,0.148569042925426,,0.0,748.6717431848323,good,0.14607330925704187,0.14741011861478723,0.1486974544429622,ok,put
2026-09-04,2026-09-08,call,750.0,22.94,23.73,23.34,1368.0,243.0,773.17,100,23.335,0.7899999999999991,True,,4.0,0.010958904109589,773.4072830881462,-0.0307325895730889,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,23.397024609910886,773.0683295346428,good,,0.14458781524741773,0.20844391249584332,ok,put
2026-09-04,2026-09-08,put,750.0,0.09,0.1,0.09,4883.0,860.0,773.17,100,0.095,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0307325895730889,True,,0.145767634967464,,0.0,749.6713049247319,good,0.1433789314412699,0.14458781524741773,0.1457571788654057,ok,put
2026-09-04,2026-09-08,call,751.0,21.94,22.74,22.16,892.0,432.0,773.17,100,22.34,0.7999999999999972,True,,4.0,0.010958904109589,773.4072830881462,-0.0294001443393102,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,22.397462870011168,773.0683295346428,good,,0.1414545595917356,0.2021212116158582,ok,put
2026-09-04,2026-09-08,put,751.0,0.1,0.11,0.1,637.0,550.0,773.17,100,0.105,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0294001443393102,True,,0.1426549712752985,,0.0,750.6708666646316,good,0.14035290203620943,0.1414545595917356,0.14252405599666604,ok,put
2026-09-04,2026-09-08,call,752.0,20.95,21.75,21.35,856.0,304.0,773.17,100,21.35,0.8000000000000007,True,,4.0,0.010958904109589,773.4072830881462,-0.0280694721536052,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,21.397901130111563,773.0683295346428,good,,0.13804586844480485,0.19572865500134862,ok,put
2026-09-04,2026-09-08,put,752.0,0.11,0.12,0.12,639.0,581.0,773.17,100,0.1149999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0280694721536052,True,,0.1392667801498635,,0.0,751.6704284045312,good,0.13703585579483898,0.13804586844480485,0.13902931788758688,ok,put
