snapshot_date,expiry,option_type,strike,bid,ask,last,volume,open_interest,spot,multiplier,mid,spread,quote_valid,invalid_reason,time_to_expiry_days,time_to_expiry,forward,log_moneyness,no_arbitrage_pass,arbitrage_note,iv,iv_error,arb_lower_bound,arb_upper_bound,quality,butterfly_ok
2026-09-04,2026-09-08,put,747.0,0.07,0.08,0.07,680.0,488.0,773.17,100,0.075,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0347406109706277,True,,0.1561809043259454,,0.0,746.672619705033,good,True
2026-09-04,2026-09-08,call,748.0,24.63,25.84,26.21,394.0,96.0,773.17,100,25.235,1.2100000000000009,True,,4.0,0.010958904109589,773.4072830881462,-0.0334028181289678,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,25.396148089710096,773.0683295346428,good,True
2026-09-04,2026-09-08,put,748.0,0.08,0.09,0.09,303.0,1085.0,773.17,100,0.0849999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0334028181289678,True,,0.1538283287355352,,0.0,747.6721814449327,good,False
2026-09-04,2026-09-08,call,749.0,23.64,24.85,24.0,514.0,97.0,773.17,100,24.245,1.2100000000000009,True,,4.0,0.010958904109589,773.4072830881462,-0.0320668125862255,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,24.39658634981049,773.0683295346428,good,True
2026-09-04,2026-09-08,put,749.0,0.08,0.09,0.08,315.0,862.0,773.17,100,0.0849999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0320668125862255,True,,0.148569042925426,,0.0,748.6717431848323,good,True
2026-09-04,2026-09-08,call,750.0,22.94,23.73,23.34,1368.0,243.0,773.17,100,23.335,0.7899999999999991,True,,4.0,0.010958904109589,773.4072830881462,-0.0307325895730889,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,23.397024609910886,773.0683295346428,good,False
2026-09-04,2026-09-08,put,750.0,0.09,0.1,0.09,4883.0,860.0,773.17,100,0.095,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0307325895730889,True,,0.145767634967464,,0.0,749.6713049247319,good,True
2026-09-04,2026-09-08,call,751.0,21.94,22.74,22.16,892.0,432.0,773.17,100,22.34,0.7999999999999972,True,,4.0,0.010958904109589,773.4072830881462,-0.0294001443393102,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,22.397462870011168,773.0683295346428,good,True
2026-09-04,2026-09-08,put,751.0,0.1,0.11,0.1,637.0,550.0,773.17,100,0.105,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0294001443393102,True,,0.1426549712752985,,0.0,750.6708666646316,good,True
2026-09-04,2026-09-08,call,752.0,20.95,21.75,21.35,856.0,304.0,773.17,100,21.35,0.8000000000000007,True,,4.0,0.010958904109589,773.4072830881462,-0.0280694721536052,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,21.397901130111563,773.0683295346428,good,False
