time_to_expiry,spot,discount_factor,forward,implied_rate,implied_dividend,r_squared,num_pairs_total,num_pairs_used,outliers_removed,residual_std,strike_mean,warnings,valid,expiry
0.010958904109589,773.17,0.9975950167946587,773.1703252489256,0.2197190338115976,0.2196806477409756,0.999987236230346,89,71,18,0.058189464568880626,745.9859154929577,"['隐含利率超出合理范围（0.2197）', '隐含股息超出合理范围（0.2197）']",True,2026-09-08T00:00:00
0.0136986301369863,773.17,1.0009506590278816,773.2278603723574,-0.06936514295726658,-0.07482791200565989,0.9999951995305462,85,76,9,0.0471790197484149,744.3684210526316,"['隐含利率超出合理范围（-0.0694）', '隐含股息超出合理范围（-0.0748）']",True,2026-09-09T00:00:00
0.0164383561643835,773.17,1.0011412414568797,773.3031611381219,-0.0693859364331668,-0.07986220737792851,0.9999935109685695,80,69,11,0.03327201082517301,749.3913043478261,"['隐含利率超出合理范围（-0.0694）', '隐含股息超出合理范围（-0.0799）']",True,2026-09-10T00:00:00
0.0191780821917808,773.17,1.0021433997667248,773.5173810085872,-0.11164338233311798,-0.13506561856764754,0.9999942086698606,107,85,22,0.06895291564507137,740.8705882352941,"['隐含利率超出合理范围（-0.1116）', '隐含股息超出合理范围（-0.1351）']",True,2026-09-11T00:00:00
0.0273972602739726,773.17,0.9994720608079505,773.5941757613788,0.01927486893698305,-0.0007442340666433227,0.9999141230965062,18,18,0,0.26921591103803616,755.5555555555555,[],True,2026-09-14T00:00:00
0.0301369863013698,773.17,1.0048423691482709,773.6665839740616,-0.16029083141821357,-0.18159568013474897,0.9999818872699726,14,11,3,0.0744380769133034,759.5454545454545,"['隐含利率超出合理范围（-0.1603）', '隐含股息超出合理范围（-0.1816）']",True,2026-09-15T00:00:00
