snapshot_date,expiry,option_type,strike,bid,ask,last,volume,open_interest,spot,multiplier,mid,spread,quote_valid,invalid_reason,time_to_expiry_days,time_to_expiry,forward,log_moneyness,no_arbitrage_pass,arbitrage_note,iv,iv_error,arb_lower_bound,arb_upper_bound,quality,iv_bid,iv_mid,iv_ask,iv_status,iv_source_type,moneyness,delta
2026-09-04,2026-09-08,put,723.0,0.02,0.03,0.04,11.0,18.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.06709014529887897,True,,0.2443076160597865,,0.0,722.6831379474415,good,0.2377941979434918,0.2433684904849168,0.2481757006723745,ok,put,0.9351109016855076,-0.004061471163169335
2026-09-04,2026-09-08,put,724.0,0.02,0.03,0.03,155.0,37.0,773.17,100,0.025,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.06570797507192727,True,,0.2398047305909412,,0.0,723.6826996873413,good,0.2333745833997298,0.2388630462106843,0.243596946488446,ok,put,0.9364042777597614,-0.004132138651820951
2026-09-04,2026-09-08,put,725.0,0.03,0.04,0.03,167.0,145.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.06432771260296884,True,,0.2441128623276156,,0.0,724.6822614272409,good,0.2390165516799934,0.2431433758975843,0.2468657140868753,ok,put,0.9376976538340153,-0.00552930319543398
2026-09-04,2026-09-08,put,726.0,0.03,0.04,0.04,17.0,95.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0629493526328475,True,,0.2394687502947588,,0.0,725.6818231671405,good,0.2344343192276231,0.2384963979925916,0.2421607803942712,ok,put,0.9389910299082691,-0.005628226396384607
2026-09-04,2026-09-08,put,727.0,0.03,0.04,0.03,1.0,306.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.06157288992412419,True,,0.2348224371444127,,0.0,726.6813849070402,good,0.2298500286062566,0.2338471574737203,0.2374534004337654,ok,put,0.9402844059825229,-0.00573092640759803
2026-09-04,2026-09-08,put,728.0,0.03,0.04,0.03,25.0,361.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.06019831926095768,True,,0.2301736799827127,,0.0,727.6809466469398,good,0.2252634593084092,0.229195426271421,0.2327433335527979,ok,put,0.9415777820567767,-0.0058376330057486785
2026-09-04,2026-09-08,put,729.0,0.03,0.04,0.03,341.0,237.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.058825635448985475,True,,0.2255222538010497,,0.0,728.6805083868394,good,0.2206743779290392,0.2245409614514591,0.2280303330422688,ok,put,0.9428711581310305,-0.005948594612688432
2026-09-04,2026-09-08,put,730.0,0.03,0.04,0.04,252.0,448.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.05745483331520679,True,,0.2208679073728175,,0.0,729.6800701267391,good,0.2160825398137291,0.2198835093298758,0.2233141297941323,ok,put,0.9441645342052843,-0.006064081232076211
2026-09-04,2026-09-08,put,731.0,0.03,0.04,0.04,18.0,222.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.05608590770786507,True,,0.2162103656508919,,0.0,730.6796318666387,good,0.2114876882265815,0.2152228036424895,0.2185944560590017,ok,put,0.9454579102795382,-0.006184386680579741
2026-09-04,2026-09-08,put,732.0,0.03,0.04,0.05,47.0,157.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.05471885349633199,True,,0.2115493642361043,,0.0,731.6791936065383,good,0.2068895533906189,0.2105585645559387,0.2138710204445126,ok,put,0.946751286353792,-0.006309831306539718
2026-09-04,2026-09-08,put,733.0,0.03,0.04,0.04,33.0,436.0,773.17,100,0.035,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.05335366557099215,True,,0.206884609947298,,0.0,732.678755346438,good,0.2022878514408461,0.2058904975763581,0.2091435190137682,ok,put,0.9480446624280457,-0.006440765093416596
2026-09-04,2026-09-08,put,734.0,0.04,0.05,0.04,250.0,815.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.05199033884312804,True,,0.2083539359812672,,0.0,733.6783170863376,good,0.204411628473829,0.2073348978814407,0.2100390874007154,ok,put,0.9493380385022996,-0.008040561749275433
2026-09-04,2026-09-08,put,735.0,0.04,0.05,0.04,186.0,986.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.05062886824480691,True,,0.2035665354293169,,0.0,734.6778788262372,good,0.199675016486652,0.2025438203337054,0.2051979721298822,ok,put,0.9506314145765534,-0.008213880533642848
2026-09-04,2026-09-08,put,736.0,0.04,0.05,0.05,101.0,1781.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.049269248728767326,True,,0.1987738988901432,,0.0,735.677440566137,good,0.194933320612317,0.197747409353316,0.2003512903968203,ok,put,0.9519247906508073,-0.008395329406158683
2026-09-04,2026-09-08,put,737.0,0.04,0.05,0.04,5159.0,482.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.04791147526830705,True,,0.193975637763375,,0.0,736.6770023060366,good,0.1901861626042013,0.1929452749239462,0.1954986415068317,ok,put,0.953218166725061,-0.008585519059905363
2026-09-04,2026-09-08,put,738.0,0.04,0.05,0.05,138.0,769.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.04655554285717114,True,,0.1891713438007471,,0.0,737.6765640459362,good,0.185433142916698,0.1881370052597045,0.190639602139425,ok,put,0.9545115427993148,-0.008785124897989827
2026-09-04,2026-09-08,put,739.0,0.04,0.05,0.05,307.0,849.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.045201446509441835,True,,0.1843605842188707,,0.0,738.6761257858359,good,0.1806738284363856,0.1833221544100451,0.1857737150483094,ok,put,0.9558049188735687,-0.008994892770673817
2026-09-04,2026-09-08,put,740.0,0.05,0.06,0.04,3360.0,1250.0,773.17,100,0.055,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.04384918125942815,True,,0.1842029499440718,,0.0,739.6756875257355,good,0.1809005039814261,0.183141163849305,0.185246922659286,ok,put,0.9570982949478225,-0.010791305154363412
2026-09-04,2026-09-08,put,741.0,0.05,0.06,0.05,83.0,539.0,773.17,100,0.055,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.04249874216155667,True,,0.1792785999966079,,0.0,740.6752492656351,good,0.1760194526130962,0.1782122627610049,0.1802733339043287,ok,put,0.9583916710220763,-0.011061489311411633
2026-09-04,2026-09-08,put,742.0,0.05,0.06,0.06,162.0,594.0,773.17,100,0.055,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0411501242902632,True,,0.1743457158927027,,0.0,741.6748110055348,good,0.1711300157166986,0.1732746804997066,0.175290794087038,ok,put,0.9596850470963301,-0.011346628786547701
2026-09-04,2026-09-08,put,743.0,0.06,0.07,0.07,64.0,914.0,773.17,100,0.065,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.039803322739884454,True,,0.173255014359366,,0.0,742.6743727454344,good,0.170298685511655,0.172161970166728,0.1739317606422912,ok,put,0.9609784231705839,-0.013261914586692238
2026-09-04,2026-09-08,put,744.0,0.06,0.07,0.07,141.0,1203.0,773.17,100,0.065,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.038458332624551735,True,,0.1682151085926866,,0.0,743.673934485334,good,0.1652963448049092,0.1671168317867013,0.1688462106142297,ok,put,0.9622717992448377,-0.01362258358199294
2026-09-04,2026-09-08,put,745.0,0.06,0.07,0.07,1473.0,1507.0,773.17,100,0.065,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.03711514907808406,True,,0.163164137143064,,0.0,744.6734962252337,good,0.1602830591742331,0.162060444085878,0.1637491267501257,ok,put,0.9635651753190916,-0.0140051592747325
2026-09-04,2026-09-08,put,746.0,0.07,0.08,0.07,1406.0,600.0,773.17,100,0.075,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0357737672538827,True,,0.1613366871986794,,0.0,745.6730579651334,good,0.1586396975935587,0.1602115723280679,0.1617162454516557,ok,put,0.9648585513933454,-0.01608341084737571
2026-09-04,2026-09-08,put,747.0,0.07,0.08,0.07,680.0,488.0,773.17,100,0.075,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.03443418232482633,True,,0.1561809043259454,,0.0,746.672619705033,good,0.1535170505364385,0.1550497314933639,0.1565170941762931,ok,put,0.9661519274675991,-0.01656333035721121
2026-09-04,2026-09-08,put,748.0,0.08,0.09,0.09,303.0,1085.0,773.17,100,0.0849999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.03309638948316637,True,,0.1538283287355352,,0.0,747.6721814449327,good,0.1513031423007673,0.1526761989624582,0.1539982563021452,ok,put,0.967445303541853,-0.01877572528093693
2026-09-04,2026-09-08,put,749.0,0.08,0.09,0.08,315.0,862.0,773.17,100,0.0849999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.03176038394042411,True,,0.148569042925426,,0.0,748.6717431848323,good,0.1460733092570418,0.1474101186147872,0.1486974544429622,ok,put,0.9687386796161068,-0.019374347869774912
2026-09-04,2026-09-08,put,750.0,0.09,0.1,0.09,4883.0,860.0,773.17,100,0.095,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.03042616092728744,True,,0.145767634967464,,0.0,749.6713049247319,good,0.1433789314412699,0.1445878152474177,0.1457571788654057,ok,put,0.9700320556903607,-0.02175703649010602
2026-09-04,2026-09-08,put,751.0,0.1,0.11,0.1,637.0,550.0,773.17,100,0.105,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.02909371569350891,True,,0.1426549712752985,,0.0,750.6708666646316,good,0.1403529020362094,0.1414545595917356,0.142524055996666,ok,put,0.9713254317646144,-0.024239799265827554
2026-09-04,2026-09-08,put,752.0,0.11,0.12,0.12,639.0,581.0,773.17,100,0.1149999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.027763043507803804,True,,0.1392667801498635,,0.0,751.6704284045312,good,0.1370358557948389,0.1380458684448048,0.1390293178875868,ok,put,0.9726188078388682,-0.026839828030831944
2026-09-04,2026-09-08,put,753.0,0.12,0.13,0.13,1565.0,923.0,773.17,100,0.125,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.026434139657750027,True,,0.1356300239496815,,0.0,752.6699901444308,good,0.133458116450628,0.1343885263726199,0.1352967335832659,ok,put,0.9739121839131221,-0.029576014672737832
2026-09-04,2026-09-08,put,754.0,0.14,0.15,0.14,677.0,927.0,773.17,100,0.145,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.025106999449687507,True,,0.1334414033882951,,0.0,753.6695518843305,good,0.1313445382047013,0.1321685081588589,0.1329759012814071,ok,put,0.9752055599873759,-0.034180925383525206
2026-09-04,2026-09-08,put,755.0,0.15,0.16,0.17,2090.0,1413.0,773.17,100,0.155,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.023781618208618852,True,,0.1292474159656217,,0.0,754.6691136242301,good,0.1271867230454335,0.127953604809848,0.1287062645559568,ok,put,0.9764989360616297,-0.03727378414216896
2026-09-04,2026-09-08,put,756.0,0.18,0.19,0.17,877.0,1033.0,773.17,100,0.185,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.022457991278110646,True,,0.1276264534793608,,0.0,755.6686753641297,good,0.1256229889660208,0.1262924796821578,0.1269518831942778,ok,put,0.9777923121358835,-0.04396477094417981
2026-09-04,2026-09-08,put,757.0,0.2,0.21,0.2,541.0,656.0,773.17,100,0.205,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.021136114020194843,True,,0.1241253124348174,,0.0,756.6682371040295,good,0.122149991930622,0.1227607344671912,0.123363366513913,ok,put,0.9790856882101373,-0.049239535395119056
2026-09-04,2026-09-08,put,758.0,0.23,0.24,0.24,1518.0,670.0,773.17,100,0.235,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.01981598181527194,True,,0.1213912294426793,,0.0,757.6677988439291,good,0.1194403139598894,0.1199875445695227,0.1205286330700925,ok,put,0.9803790642843911,-0.0564747436130989
2026-09-04,2026-09-08,put,759.0,0.26,0.27,0.27,2258.0,1210.0,773.17,100,0.265,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.018497590062013645,True,,0.1181507710849061,,0.0,758.6673605838287,good,0.1162125642668276,0.116707841444955,0.1171983469616291,ok,put,0.981672440358645,-0.06408484040942003
2026-09-04,2026-09-08,put,760.0,0.31,0.32,0.32,6351.0,1687.0,773.17,100,0.315,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.017180934177266786,True,,0.1162448791768158,,0.0,759.6669223237284,good,0.1143112290264323,0.1147483408757021,0.1151820727655919,ok,put,0.9829658164328988,-0.07528097330551335
2026-09-04,2026-09-08,put,761.0,0.36,0.37,0.37,4661.0,1551.0,773.17,100,0.365,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0158660095959578,True,,0.1135982573729709,,0.0,760.666484063628,good,0.1116565135963739,0.1120483337632123,0.112437663006903,ok,put,0.9842591925071525,-0.08694388351447897
2026-09-04,2026-09-08,put,762.0,0.42,0.43,0.42,2293.0,1045.0,773.17,100,0.425,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.014552811770997338,True,,0.1110264095880443,,0.0,761.6660458035276,good,0.1090650203225873,0.1094163911306409,0.1097659499003606,ok,put,0.9855525685814064,-0.10069162460797258
2026-09-04,2026-09-08,put,763.0,0.49,0.5,0.5,3471.0,807.0,773.17,100,0.495,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.013241336173186583,True,,0.1083985089632009,,0.0,762.6656075434273,good,0.1064055665278166,0.106721624767842,0.1070363736171944,ok,put,0.9868459446556602,-0.11658549023510399
2026-09-04,2026-09-08,put,764.0,0.58,0.59,0.59,3314.0,935.0,773.17,100,0.585,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.011931578291123072,True,,0.1061860319935388,,0.0,763.6651692833269,good,0.1041465439668628,0.1044302766111918,0.1047130939622646,ok,put,0.9881393207299141,-0.13601987189719586
2026-09-04,2026-09-08,put,765.0,0.69,0.7,0.69,8620.0,1723.0,773.17,100,0.695,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.010623533631107815,True,,0.1041440775414309,,0.0,764.6647310232265,good,0.1020421305278257,0.1022976886443366,0.1025526200334775,ok,put,0.9894326968041678,-0.15890873842032038
2026-09-04,2026-09-08,put,766.0,0.81,0.83,0.82,4799.0,890.0,773.17,100,0.8200000000000001,0.0199999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.009317197717052328,True,,0.1018539778888761,,0.0,765.6642927631262,good,0.0994419377397929,0.0999066075259361,0.1003695684379418,ok,put,0.9907260728784216,-0.18465840455648816
2026-09-04,2026-09-08,put,767.0,0.97,0.98,0.96,6330.0,741.0,773.17,100,0.975,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.008012566090387417,True,,0.0998760392951623,,0.0,766.6638545030258,good,0.0975982429722474,0.0978100566746277,0.098021589870712,ok,put,0.9920194489526755,-0.21493081832638908
2026-09-04,2026-09-08,put,768.0,1.14,1.16,1.16,9555.0,325.0,773.17,100,1.15,0.02,True,,4.0,0.010958904109589,773.4072830881462,-0.006709634309971413,True,,0.0975937618350782,,0.0,767.6634162429255,good,0.0950025097084107,0.0953932339058269,0.0957832369922996,ok,put,0.9933128250269293,-0.24864086862009177
2026-09-04,2026-09-08,put,769.0,1.36,1.38,1.36,5660.0,351.0,773.17,100,1.37,0.0199999999999997,True,,4.0,0.010958904109589,773.4072830881462,-0.005408397951999581,True,,0.0958331870092322,,0.0,768.6629779828252,good,0.0931084104887681,0.0934712828619254,0.0938337253991966,ok,put,0.9946062011011831,-0.2878598029492906
2026-09-04,2026-09-08,put,770.0,1.62,1.64,1.63,11896.0,1217.0,773.17,100,1.63,0.0199999999999997,True,,4.0,0.010958904109589,773.4072830881462,-0.00410885260991411,True,,0.0941689716545331,,0.0,769.6625397227248,good,0.0912759116064114,0.0916170082408902,0.0919578719824102,ok,put,0.9958995771754369,-0.3316328010056735
2026-09-04,2026-09-08,put,771.0,1.93,1.94,1.92,6118.0,354.0,773.17,100,1.935,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0028109938943141296,True,,0.0926025522520598,,0.0,770.6621014626245,good,0.0896623307045003,0.0898248864401521,0.0899874158978772,ok,put,0.9971929532496907,-0.37978602306067166
2026-09-04,2026-09-08,put,772.0,2.28,2.3,2.28,6580.0,329.0,773.17,100,2.29,0.02,True,,4.0,0.010958904109589,773.4072830881462,-0.0015148174328674245,True,,0.091143021949352,,0.0,771.6616632025241,good,0.0877799248383388,0.0880948375962167,0.0884097200079155,ok,put,0.9984863293239445,-0.43190860590967944
2026-09-04,2026-09-08,put,773.0,2.69,2.71,2.68,7365.0,158.0,773.17,100,2.7,0.02,True,,4.0,0.010958904109589,773.4072830881462,-0.00022031887022160983,True,,0.0898159140945187,,0.0,772.6612249424237,good,0.0861297110407779,0.0864402802392089,0.0867508487990152,ok,put,0.9997797053981984,-0.4873086015788917
2026-09-04,2026-09-08,call,774.0,2.33,2.35,2.33,5750.0,846.0,773.17,100,2.34,0.02,True,,4.0,0.010958904109589,773.4072830881462,0.001072506132083568,True,,0.0812927030912747,,0.0,773.0683295346428,good,0.0845140008431994,0.0848265566385976,0.0851390956580707,ok,call,1.0010730814724522,0.4526016020139011
2026-09-04,2026-09-08,call,775.0,1.87,1.89,1.88,12913.0,2305.0,773.17,100,1.88,0.0199999999999997,True,,4.0,0.010958904109589,773.4072830881462,0.0023636618957033604,True,,0.080410562355771,,0.0,773.0683295346428,good,0.0832385734850869,0.0835602236563358,0.0838817834744233,ok,call,1.002366457546706,0.3942320649222255
2026-09-04,2026-09-08,call,776.0,1.47,1.48,1.46,3676.0,880.0,773.17,100,1.475,0.01,True,,4.0,0.010958904109589,773.4072830881462,0.0036531527255752503,True,,0.079320689049874,,0.0,773.0683295346428,good,0.0819700383326487,0.0821396409486105,0.0823091803858295,ok,call,1.00365983362096,0.33623253318762447
2026-09-04,2026-09-08,call,777.0,1.13,1.15,1.13,3921.0,1615.0,773.17,100,1.14,0.02,True,,4.0,0.010958904109589,773.4072830881462,0.0049409829100038535,True,,0.0785597574605019,,0.0,773.0683295346428,good,0.0807308208452277,0.0810979292237405,0.0814644755953794,ok,call,1.0049532096952136,0.2810385403019135
2026-09-04,2026-09-08,call,778.0,0.86,0.87,0.86,4456.0,2018.0,773.17,100,0.865,0.01,True,,4.0,0.010958904109589,773.4072830881462,0.0062271567207479285,True,,0.0779294722935343,,0.0,773.0683295346428,good,0.0800238471883459,0.0802276822653798,0.0804312330393824,ok,call,1.0062465857694673,0.2299305829471527
2026-09-04,2026-09-08,call,779.0,0.63,0.65,0.65,4323.0,2712.0,773.17,100,0.64,0.02,True,,4.0,0.010958904109589,773.4072830881462,0.007511678413104724,True,,0.0772216329822391,,0.0,773.0683295346428,good,0.0788446114308963,0.0793114247770921,0.0797759998423626,ok,call,1.0075399618437213,0.18346463322741627
2026-09-04,2026-09-08,call,780.0,0.46,0.47,0.47,11890.0,2905.0,773.17,100,0.4649999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,0.008794552225993795,True,,0.0766860938712819,,0.0,773.0683295346428,good,0.0783229947340018,0.078597148541637,0.0788702141581483,ok,call,1.008833337917975,0.1431489122230992
2026-09-04,2026-09-08,call,781.0,0.33,0.34,0.34,5283.0,708.0,773.17,100,0.335,0.01,True,,4.0,0.010958904109589,773.4072830881462,0.010075782382042254,True,,0.0764981445320626,,0.0,773.0683295346428,good,0.0779282342779367,0.0782583104128042,0.078586293985924,ok,call,1.0101267139922288,0.10987407450658365
2026-09-04,2026-09-08,call,782.0,0.24,0.25,0.25,2873.0,707.0,773.17,100,0.245,0.01,True,,4.0,0.010958904109589,773.4072830881462,0.011355373087667502,True,,0.0770008242163447,,0.0,773.0683295346428,good,0.0782373847458512,0.0786389537273772,0.0790366584156069,ok,call,1.0114200900664827,0.08432341832864647
2026-09-04,2026-09-08,call,783.0,0.17,0.18,0.17,5505.0,1188.0,773.17,100,0.175,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,0.012633328533159436,True,,0.0773115646744265,,0.0,773.0683295346428,good,0.0783390792577694,0.078840534795562,0.0793346263611375,ok,call,1.0127134661407364,0.06328338850125041
2026-09-04,2026-09-08,call,784.0,0.12,0.13,0.13,2040.0,890.0,773.17,100,0.125,0.01,True,,4.0,0.010958904109589,773.4072830881462,0.013909652892764315,True,,0.0778489162014003,,0.0,773.0683295346428,good,0.0786499251398869,0.0792848424894798,0.0799057907674085,ok,call,1.0140068422149904,0.04717519042270782
2026-09-04,2026-09-08,call,785.0,0.08,0.09,0.09,1357.0,744.0,773.17,100,0.0849999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,0.015184350324764815,True,,0.0778598286368287,,0.0,773.0683295346428,good,0.0783679379584771,0.0792066877356311,0.0800166602359902,ok,call,1.015300218289244,0.033759667868920304
2026-09-04,2026-09-08,call,786.0,0.06,0.07,0.07,531.0,293.0,773.17,100,0.065,0.01,True,,4.0,0.010958904109589,773.4072830881462,0.016457424971562842,True,,0.0796071290507659,,0.0,773.0683295346428,good,0.0798537097577519,0.0808963024240478,0.081890468098153,ok,call,1.0165935943634978,0.026180884401435907
2026-09-04,2026-09-08,call,787.0,0.05,0.06,0.06,1703.0,1545.0,773.17,100,0.055,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,0.017728880959759656,True,,0.0825968361379718,,0.0,773.0683295346428,good,0.0826310008194304,0.0838497700702619,0.085000248846988,ok,call,1.0178869704377518,0.02188108473811547
2026-09-04,2026-09-08,call,788.0,0.04,0.05,0.05,753.0,465.0,773.17,100,0.045,0.01,True,,4.0,0.010958904109589,773.4072830881462,0.01899872240023547,True,,0.0850478620382853,,0.0,773.0683295346428,good,0.0848025360464832,0.0862627446530332,0.0876210229605032,ok,call,1.0191803465120055,0.017850071090205255
